Primary Energy Supply - Energy budget per year
Value = 'Million toe (tonne oil equivalent)'
Origin: https://data.oecd.org/energy/primary-energy-supply.htm#indicator-chart
Citation: OECD (2022), Primary energy supply (indicator). doi: 10.1787/1b33c15a-en (Accessed on 09 March 2022)

LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes,Region
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2001,3.02,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2002,3.11,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2003,3.11,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2004,3.07,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2005,3.12,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2006,3.87,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2007,4.59,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2008,5.19,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2009,5.39,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2010,5.41,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2011,5.79,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2012,5.65,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2013,5.9,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2014,5.88,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2015,5.59,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2016,5.29,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2017,5.56,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2018,6.11,,Europe & Central Asia
ISL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2019,6.01,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1960,3.73,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1961,3.94,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1962,4.01,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1963,4.15,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1964,4.36,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1965,4.35,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1966,4.71,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1967,5.13,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1968,5.48,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1969,5.79,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1970,5.98,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1971,6.72,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1972,6.66,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1973,6.91,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1974,7.12,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1975,6.65,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1976,6.83,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1977,7.23,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1978,7.25,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1979,8.55,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1980,8.24,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1981,8.26,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1982,8.22,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1983,8.2,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1984,8.29,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1985,8.63,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1986,8.86,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1987,9.23,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1988,9.14,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1989,9.32,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1990,9.91,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1991,9.99,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1992,9.88,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1993,10.06,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1994,10.56,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1995,10.65,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1996,11.36,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1997,11.96,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1998,12.69,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,1999,13.31,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2000,13.8,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2001,14.36,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2002,14.4,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2003,14.05,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2004,14.48,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2005,14.61,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2006,14.67,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2007,14.99,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2008,14.86,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2009,14.39,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2010,14.36,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2011,13.14,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2012,13.13,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2013,13.06,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2014,12.8,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2015,13.32,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2016,13.95,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2017,13.68,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2018,13.86,,Europe & Central Asia
IRL,PRYENRGSUPPLY,TOT,MLN_TOE,A,2019,13.64,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1960,39.9,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1961,45.01,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1962,51.24,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1963,57.39,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1964,63.13,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1965,68.61,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1966,75.16,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1967,82.08,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1968,90.42,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1969,98.11,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1970,109.06,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1971,105.4,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1972,111.53,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1973,119.12,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1974,121.92,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1975,116.77,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1976,126.16,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1977,123.34,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1978,126.22,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1979,131.79,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1980,130.84,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1981,128.03,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1982,124.77,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1983,124.67,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1984,127.51,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1985,129.31,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1986,130.83,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1987,136.26,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1988,139.48,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1989,145.44,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1990,146.57,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1991,150.18,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1992,149.24,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1993,148.46,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1994,146.58,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1995,159.14,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1996,159.0,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1997,161.26,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1998,165.78,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,1999,168.33,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2000,171.54,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2001,172.11,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2002,173.32,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2003,181.62,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2004,182.88,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2005,186.37,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2006,184.67,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2007,184.08,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2008,181.65,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2009,169.62,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2010,173.74,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2011,167.97,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2012,161.34,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2013,155.39,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2014,146.77,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2015,152.56,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2016,150.98,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2017,153.45,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2018,150.57,,Europe & Central Asia
ITA,PRYENRGSUPPLY,TOT,MLN_TOE,A,2019,148.97,,Europe & Central Asia
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1960,80.84,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1961,91.42,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1962,96.19,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1963,110.02,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1964,123.31,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1965,134.64,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1966,147.39,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1967,173.3,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1968,195.9,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1969,226.32,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1970,256.52,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1971,267.53,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1972,285.87,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1973,320.37,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1974,322.14,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1975,305.05,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1976,324.42,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1977,330.19,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1978,333.01,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1979,352.72,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1980,344.52,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1981,336.99,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1982,336.47,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1983,336.77,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1984,362.2,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1985,362.9,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1986,366.98,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1987,371.66,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1988,397.6,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1989,412.53,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1990,437.33,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1991,441.67,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1992,451.46,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1993,454.12,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1994,478.5,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1995,490.99,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1996,501.6,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1997,506.82,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1998,497.6,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,1999,505.51,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2000,516.14,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2001,507.67,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2002,509.69,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2003,506.58,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2004,523.66,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2005,520.01,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2006,519.78,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2007,515.03,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2008,497.22,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2009,474.0,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2010,500.16,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2011,462.98,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2012,453.09,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2013,454.51,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2014,440.57,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2015,433.61,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2016,429.37,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2017,434.46,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2018,428.79,,East Asia & Pacific
JPN,PRYENRGSUPPLY,TOT,MLN_TOE,A,2019,415.31,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1960,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1961,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1962,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1963,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1964,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1965,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1966,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1967,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1968,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1969,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1970,,L,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1971,16.97,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1972,18.47,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1973,21.56,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1974,23.43,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1975,24.46,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1976,27.18,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1977,31.53,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1978,34.58,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1979,39.92,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1980,41.26,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1981,40.52,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1982,43.08,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1983,46.65,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1984,50.79,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1985,53.13,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1986,60.88,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1987,65.75,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1988,74.02,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1989,78.84,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1990,92.91,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1991,99.87,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1992,110.87,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1993,124.37,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1994,132.07,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1995,144.75,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1996,157.28,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1997,171.23,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1998,156.34,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,1999,172.89,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2000,188.16,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2001,191.06,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2002,198.7,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2003,202.75,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2004,208.33,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2005,210.29,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2006,213.74,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2007,222.24,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2008,227.11,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2009,229.27,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2010,250.03,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2011,260.5,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2012,263.48,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2013,263.84,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2014,268.43,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2015,272.68,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2016,282.41,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2017,282.25,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2018,282.06,,East Asia & Pacific
KOR,PRYENRGSUPPLY,TOT,MLN_TOE,A,2019,280.19,,East Asia & Pacific
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1960,3.3,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1961,3.34,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1962,3.34,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1963,3.39,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1964,3.65,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1965,3.62,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1966,3.5,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1967,3.47,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1968,3.73,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1969,4.04,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1970,4.11,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1971,4.06,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1972,4.16,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1973,4.43,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1974,4.62,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1975,3.77,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1976,3.85,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1977,3.71,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1978,4.02,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1979,3.79,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1980,3.56,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1981,3.11,,Europe & Central Asia
LUX,PRYENRGSUPPLY,TOT,MLN_TOE,A,1982,2.95,,Europe & Central Asia
